event_id,timestamp,game_starting_time,minutes,home,away,home_score,away_score,chl_line,chl_hi,chl_low
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:54,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:04,Zamora FC,Plaza Colonia,0,0,11.5,2.05,1.68
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:04,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:14,Zamora FC,Plaza Colonia,0,0,11.5,2.05,1.68
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:14,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:24,Zamora FC,Plaza Colonia,0,0,11.5,2.05,1.68
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:24,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:34,Zamora FC,Plaza Colonia,0,0,11.5,2.05,1.68
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:34,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:44,Zamora FC,Plaza Colonia,0,0,11.5,2.05,1.68
20200213THU7,14/2/2020 06:49,14/2/2020 06:15,00:34:44,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
